"rules","support","confidence","lift"
"47","{Product E,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"48","{Product F,Product N} => {Product E}",0.0666666666666667,1,2.5
"49","{Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"50","{Product F,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"51","{Product D,Product K} => {Product O}",0.0666666666666667,1,3.75
"52","{Product D,Product O} => {Product K}",0.0666666666666667,1,5
"53","{Product K,Product O} => {Product D}",0.0666666666666667,1,5
"54","{Product D,Product K} => {Product G}",0.0666666666666667,1,3
"55","{Product D,Product K} => {Product E}",0.0666666666666667,1,2.5
"56","{Product D,Product K} => {Product J}",0.0666666666666667,1,2.5
"57","{Product D,Product J} => {Product K}",0.0666666666666667,1,5
"58","{Product D,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"59","{Product D,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"60","{Product D,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"61","{Product D,Product I} => {Product K}",0.0666666666666667,1,5
"62","{Product D,Product O} => {Product G}",0.0666666666666667,1,3
"63","{Product G,Product O} => {Product D}",0.0666666666666667,1,5
"64","{Product D,Product O} => {Product E}",0.0666666666666667,1,2.5
"65","{Product E,Product O} => {Product D}",0.0666666666666667,1,5
"66","{Product D,Product O} => {Product J}",0.0666666666666667,1,2.5
"67","{Product D,Product J} => {Product O}",0.0666666666666667,1,3.75
"68","{Product J,Product O} => {Product D}",0.0666666666666667,1,5
"69","{Product D,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"70","{Product H,Product O} => {Product D}",0.0666666666666667,1,5
"71","{Product D,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"72","{Product F,Product O} => {Product D}",0.0666666666666667,1,5
"73","{Product D,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"74","{Product D,Product I} => {Product O}",0.0666666666666667,1,3.75
"75","{Product D,Product G} => {Product E}",0.2,1,2.5
"76","{Product D,Product E} => {Product G}",0.2,1,3
"77","{Product D,Product J} => {Product G}",0.0666666666666667,1,3
"78","{Product D,Product G} => {Product H}",0.2,1,2.14285714285714
"79","{Product D,Product H} => {Product G}",0.2,1,3
"80","{Product D,Product G} => {Product F}",0.2,1,2.14285714285714
"81","{Product D,Product F} => {Product G}",0.2,1,3
"82","{Product D,Product I} => {Product G}",0.0666666666666667,1,3
"83","{Product D,Product J} => {Product E}",0.0666666666666667,1,2.5
"84","{Product D,Product E} => {Product H}",0.2,1,2.14285714285714
"85","{Product D,Product H} => {Product E}",0.2,1,2.5
"86","{Product D,Product E} => {Product F}",0.2,1,2.14285714285714
"87","{Product D,Product F} => {Product E}",0.2,1,2.5
"88","{Product D,Product I} => {Product E}",0.0666666666666667,1,2.5
"89","{Product D,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"90","{Product D,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"91","{Product D,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"92","{Product D,Product I} => {Product J}",0.0666666666666667,1,2.5
"93","{Product D,Product H} => {Product F}",0.2,1,2.14285714285714
"94","{Product D,Product F} => {Product H}",0.2,1,2.14285714285714
"95","{Product D,Product I} => {Product H}",0.0666666666666667,1,2.14285714285714
"96","{Product D,Product I} => {Product F}",0.0666666666666667,1,2.14285714285714
"97","{Product K,Product O} => {Product G}",0.0666666666666667,1,3
"98","{Product G,Product O} => {Product K}",0.0666666666666667,1,5
"99","{Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"100","{Product E,Product O} => {Product K}",0.0666666666666667,1,5
"101","{Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"102","{Product J,Product O} => {Product K}",0.0666666666666667,1,5
"103","{Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"104","{Product H,Product O} => {Product K}",0.0666666666666667,1,5
"105","{Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"106","{Product F,Product O} => {Product K}",0.0666666666666667,1,5
"107","{Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"108","{Product G,Product K} => {Product E}",0.133333333333333,1,2.5
"109","{Product G,Product K} => {Product J}",0.133333333333333,1,2.5
"110","{Product G,Product K} => {Product H}",0.133333333333333,1,2.14285714285714
"111","{Product G,Product K} => {Product F}",0.133333333333333,1,2.14285714285714
"112","{Product G,Product K} => {Product I}",0.133333333333333,1,1.36363636363636
"113","{Product E,Product K} => {Product J}",0.2,1,2.5
"114","{Product J,Product K} => {Product E}",0.2,1,2.5
"115","{Product E,Product J} => {Product K}",0.2,1,5
"116","{Product E,Product K} => {Product H}",0.2,1,2.14285714285714
"117","{Product H,Product K} => {Product E}",0.2,1,2.5
"118","{Product E,Product K} => {Product F}",0.2,1,2.14285714285714
"119","{Product F,Product K} => {Product E}",0.2,1,2.5
"120","{Product E,Product K} => {Product I}",0.2,1,1.36363636363636
"121","{Product I,Product K} => {Product E}",0.2,1,2.5
"122","{Product E,Product I} => {Product K}",0.2,1,5
"123","{Product J,Product K} => {Product H}",0.2,1,2.14285714285714
"124","{Product H,Product K} => {Product J}",0.2,1,2.5
"125","{Product J,Product K} => {Product F}",0.2,1,2.14285714285714
"126","{Product F,Product K} => {Product J}",0.2,1,2.5
"127","{Product J,Product K} => {Product I}",0.2,1,1.36363636363636
"128","{Product I,Product K} => {Product J}",0.2,1,2.5
"129","{Product H,Product K} => {Product F}",0.2,1,2.14285714285714
"130","{Product F,Product K} => {Product H}",0.2,1,2.14285714285714
"131","{Product H,Product K} => {Product I}",0.2,1,1.36363636363636
"132","{Product I,Product K} => {Product H}",0.2,1,2.14285714285714
"133","{Product F,Product K} => {Product I}",0.2,1,1.36363636363636
"134","{Product I,Product K} => {Product F}",0.2,1,2.14285714285714
"135","{Product M,Product O} => {Product L}",0.0666666666666667,1,3
"136","{Product L,Product O} => {Product M}",0.0666666666666667,1,3.75
"137","{Product M,Product O} => {Product B}",0.0666666666666667,1,2.5
"138","{Product M,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714
"139","{Product B,Product L} => {Product M}",0.0666666666666667,1,3.75
"140","{Product C,Product L} => {Product M}",0.133333333333333,1,3.75
"141","{Product J,Product M} => {Product L}",0.133333333333333,1,3
"142","{Product H,Product M} => {Product L}",0.0666666666666667,1,3
"143","{Product F,Product M} => {Product L}",0.0666666666666667,1,3
"144","{Product B,Product M} => {Product C}",0.133333333333333,1,2.14285714285714
"145","{Product A,Product M} => {Product I}",0.133333333333333,1,1.36363636363636
"146","{Product C,Product J} => {Product M}",0.0666666666666667,1,3.75
"147","{Product H,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"148","{Product C,Product H} => {Product M}",0.0666666666666667,1,3.75
"149","{Product F,Product M} => {Product C}",0.0666666666666667,1,2.14285714285714
"150","{Product C,Product F} => {Product M}",0.0666666666666667,1,3.75
"151","{Product H,Product M} => {Product J}",0.0666666666666667,1,2.5
"152","{Product F,Product M} => {Product J}",0.0666666666666667,1,2.5
"153","{Product J,Product M} => {Product I}",0.133333333333333,1,1.36363636363636
"154","{Product H,Product M} => {Product F}",0.0666666666666667,1,2.14285714285714
"155","{Product F,Product M} => {Product H}",0.0666666666666667,1,2.14285714285714
"156","{Product H,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"157","{Product F,Product M} => {Product I}",0.0666666666666667,1,1.36363636363636
"158","{Product L,Product O} => {Product B}",0.0666666666666667,1,2.5
"159","{Product B,Product L} => {Product O}",0.0666666666666667,1,3.75
"160","{Product L,Product O} => {Product C}",0.0666666666666667,1,2.14285714285714
"161","{Product A,Product O} => {Product B}",0.133333333333333,1,2.5
"162","{Product B,Product O} => {Product C}",0.2,1,2.14285714285714
"163","{Product C,Product O} => {Product B}",0.2,1,2.5
"164","{Product G,Product O} => {Product E}",0.0666666666666667,1,2.5
"165","{Product E,Product O} => {Product G}",0.0666666666666667,1,3
"166","{Product G,Product O} => {Product J}",0.0666666666666667,1,2.5
"167","{Product J,Product O} => {Product G}",0.0666666666666667,1,3
"168","{Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"169","{Product H,Product O} => {Product G}",0.0666666666666667,1,3
"170","{Product G,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"171","{Product F,Product O} => {Product G}",0.0666666666666667,1,3
"172","{Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"173","{Product A,Product O} => {Product C}",0.133333333333333,1,2.14285714285714
"174","{Product A,Product O} => {Product I}",0.133333333333333,1,1.36363636363636
"175","{Product E,Product O} => {Product J}",0.0666666666666667,1,2.5
"176","{Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"177","{Product E,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"178","{Product H,Product O} => {Product E}",0.0666666666666667,1,2.5
"179","{Product E,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"180","{Product F,Product O} => {Product E}",0.0666666666666667,1,2.5
"181","{Product E,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"182","{Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"183","{Product H,Product O} => {Product J}",0.0666666666666667,1,2.5
"184","{Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"185","{Product F,Product O} => {Product J}",0.0666666666666667,1,2.5
"186","{Product J,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"187","{Product H,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"188","{Product F,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"189","{Product H,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"190","{Product F,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"191","{Product B,Product L} => {Product C}",0.0666666666666667,1,2.14285714285714
"192","{Product G,Product L} => {Product A}",0.0666666666666667,1,2.14285714285714
"193","{Product A,Product G} => {Product L}",0.0666666666666667,1,3
"194","{Product G,Product L} => {Product J}",0.0666666666666667,1,2.5
"195","{Product G,Product L} => {Product F}",0.0666666666666667,1,2.14285714285714
"196","{Product G,Product L} => {Product I}",0.0666666666666667,1,1.36363636363636
"197","{Product A,Product L} => {Product J}",0.133333333333333,1,2.5
"198","{Product A,Product J} => {Product L}",0.133333333333333,1,3
"199","{Product A,Product F} => {Product L}",0.0666666666666667,1,3
"200","{Product A,Product L} => {Product I}",0.133333333333333,1,1.36363636363636
"201","{Product C,Product J} => {Product L}",0.0666666666666667,1,3
"202","{Product C,Product H} => {Product L}",0.0666666666666667,1,3
"203","{Product C,Product F} => {Product L}",0.0666666666666667,1,3
"204","{Product E,Product L} => {Product H}",0.0666666666666667,1,2.14285714285714
"205","{Product F,Product L} => {Product J}",0.133333333333333,1,2.5
"206","{Product J,Product L} => {Product I}",0.2,1,1.36363636363636
"207","{Product I,Product L} => {Product J}",0.2,1,2.5
"208","{Product F,Product L} => {Product I}",0.133333333333333,1,1.36363636363636
"209","{Product A,Product B} => {Product C}",0.333333333333333,1,2.14285714285714
"210","{Product B,Product C} => {Product A}",0.333333333333333,0.833333333333333,1.78571428571429
"211","{Product A,Product C} => {Product B}",0.333333333333333,1,2.5
"212","{Product A,Product B} => {Product I}",0.333333333333333,1,1.36363636363636
"213","{Product B,Product I} => {Product A}",0.333333333333333,1,2.14285714285714
"214","{Product B,Product C} => {Product I}",0.333333333333333,0.833333333333333,1.13636363636364
"215","{Product B,Product I} => {Product C}",0.333333333333333,1,2.14285714285714
"216","{Product C,Product I} => {Product B}",0.333333333333333,0.833333333333333,2.08333333333333
"217","{Product A,Product G} => {Product J}",0.0666666666666667,1,2.5
"218","{Product A,Product G} => {Product F}",0.0666666666666667,1,2.14285714285714
"219","{Product A,Product F} => {Product G}",0.0666666666666667,1,3
"220","{Product A,Product G} => {Product I}",0.0666666666666667,1,1.36363636363636
"221","{Product E,Product G} => {Product H}",0.266666666666667,1,2.14285714285714
"222","{Product G,Product H} => {Product E}",0.266666666666667,1,2.5
"223","{Product E,Product G} => {Product F}",0.266666666666667,1,2.14285714285714
"224","{Product F,Product G} => {Product E}",0.266666666666667,0.8,2
"225","{Product E,Product F} => {Product G}",0.266666666666667,0.8,2.4
"226","{Product G,Product J} => {Product F}",0.2,1,2.14285714285714
"227","{Product G,Product J} => {Product I}",0.2,1,1.36363636363636
"228","{Product G,Product I} => {Product J}",0.2,1,2.5
"229","{Product G,Product H} => {Product F}",0.266666666666667,1,2.14285714285714
"230","{Product F,Product G} => {Product H}",0.266666666666667,0.8,1.71428571428571
"231","{Product G,Product I} => {Product F}",0.2,1,2.14285714285714
"232","{Product A,Product C} => {Product I}",0.333333333333333,1,1.36363636363636
"233","{Product C,Product I} => {Product A}",0.333333333333333,0.833333333333333,1.78571428571429
"234","{Product A,Product F} => {Product J}",0.0666666666666667,1,2.5
"235","{Product A,Product J} => {Product I}",0.133333333333333,1,1.36363636363636
"236","{Product A,Product F} => {Product I}",0.0666666666666667,1,1.36363636363636
"237","{Product C,Product J} => {Product H}",0.0666666666666667,1,2.14285714285714
"238","{Product C,Product H} => {Product J}",0.0666666666666667,1,2.5
"239","{Product C,Product J} => {Product F}",0.0666666666666667,1,2.14285714285714
"240","{Product C,Product F} => {Product J}",0.0666666666666667,1,2.5
"241","{Product C,Product J} => {Product I}",0.0666666666666667,1,1.36363636363636
"242","{Product C,Product H} => {Product F}",0.0666666666666667,1,2.14285714285714
"243","{Product C,Product F} => {Product H}",0.0666666666666667,1,2.14285714285714
"244","{Product C,Product H} => {Product I}",0.0666666666666667,1,1.36363636363636
"245","{Product C,Product F} => {Product I}",0.0666666666666667,1,1.36363636363636
"246","{Product E,Product J} => {Product H}",0.2,1,2.14285714285714
"247","{Product E,Product J} => {Product F}",0.2,1,2.14285714285714
"248","{Product E,Product J} => {Product I}",0.2,1,1.36363636363636
"249","{Product E,Product I} => {Product J}",0.2,1,2.5
"250","{Product E,Product H} => {Product F}",0.333333333333333,0.833333333333333,1.78571428571429
"251","{Product E,Product F} => {Product H}",0.333333333333333,1,2.14285714285714
"252","{Product F,Product H} => {Product E}",0.333333333333333,0.833333333333333,2.08333333333333
"253","{Product E,Product I} => {Product H}",0.2,1,2.14285714285714
"254","{Product E,Product I} => {Product F}",0.2,1,2.14285714285714
"255","{Product H,Product J} => {Product F}",0.266666666666667,1,2.14285714285714
"256","{Product F,Product J} => {Product H}",0.266666666666667,0.8,1.71428571428571
"257","{Product H,Product J} => {Product I}",0.266666666666667,1,1.36363636363636
"258","{Product H,Product I} => {Product J}",0.266666666666667,1,2.5
"259","{Product F,Product J} => {Product I}",0.333333333333333,1,1.36363636363636
"260","{Product I,Product J} => {Product F}",0.333333333333333,0.833333333333333,1.78571428571429
"261","{Product F,Product I} => {Product J}",0.333333333333333,1,2.5
"262","{Product H,Product I} => {Product F}",0.266666666666667,1,2.14285714285714
"263","{Product F,Product I} => {Product H}",0.266666666666667,0.8,1.71428571428571
"264","{Product D,Product G,Product N} => {Product E}",0.0666666666666667,1,2.5
"265","{Product D,Product E,Product N} => {Product G}",0.0666666666666667,1,3
"266","{Product E,Product G,Product N} => {Product D}",0.0666666666666667,1,5
"267","{Product D,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"268","{Product D,Product H,Product N} => {Product G}",0.0666666666666667,1,3
"269","{Product G,Product H,Product N} => {Product D}",0.0666666666666667,1,5
"270","{Product D,Product G,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"271","{Product D,Product F,Product N} => {Product G}",0.0666666666666667,1,3
"272","{Product F,Product G,Product N} => {Product D}",0.0666666666666667,1,5
"273","{Product D,Product E,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"274","{Product D,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5
"275","{Product E,Product H,Product N} => {Product D}",0.0666666666666667,1,5
"276","{Product D,Product E,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"277","{Product D,Product F,Product N} => {Product E}",0.0666666666666667,1,2.5
"278","{Product E,Product F,Product N} => {Product D}",0.0666666666666667,1,5
"279","{Product D,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"280","{Product D,Product F,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"281","{Product F,Product H,Product N} => {Product D}",0.0666666666666667,1,5
"282","{Product E,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"283","{Product G,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5
"284","{Product E,Product H,Product N} => {Product G}",0.0666666666666667,1,3
"285","{Product E,Product G,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"286","{Product F,Product G,Product N} => {Product E}",0.0666666666666667,1,2.5
"287","{Product E,Product F,Product N} => {Product G}",0.0666666666666667,1,3
"288","{Product G,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"289","{Product F,Product G,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"290","{Product F,Product H,Product N} => {Product G}",0.0666666666666667,1,3
"291","{Product E,Product H,Product N} => {Product F}",0.0666666666666667,1,2.14285714285714
"292","{Product E,Product F,Product N} => {Product H}",0.0666666666666667,1,2.14285714285714
"293","{Product F,Product H,Product N} => {Product E}",0.0666666666666667,1,2.5
"294","{Product D,Product K,Product O} => {Product G}",0.0666666666666667,1,3
"295","{Product D,Product G,Product K} => {Product O}",0.0666666666666667,1,3.75
"296","{Product D,Product G,Product O} => {Product K}",0.0666666666666667,1,5
"297","{Product G,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"298","{Product D,Product K,Product O} => {Product E}",0.0666666666666667,1,2.5
"299","{Product D,Product E,Product K} => {Product O}",0.0666666666666667,1,3.75
"300","{Product D,Product E,Product O} => {Product K}",0.0666666666666667,1,5
"301","{Product E,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"302","{Product D,Product K,Product O} => {Product J}",0.0666666666666667,1,2.5
"303","{Product D,Product J,Product K} => {Product O}",0.0666666666666667,1,3.75
"304","{Product D,Product J,Product O} => {Product K}",0.0666666666666667,1,5
"305","{Product J,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"306","{Product D,Product K,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"307","{Product D,Product H,Product K} => {Product O}",0.0666666666666667,1,3.75
"308","{Product D,Product H,Product O} => {Product K}",0.0666666666666667,1,5
"309","{Product H,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"310","{Product D,Product K,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"311","{Product D,Product F,Product K} => {Product O}",0.0666666666666667,1,3.75
"312","{Product D,Product F,Product O} => {Product K}",0.0666666666666667,1,5
"313","{Product F,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"314","{Product D,Product K,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"315","{Product D,Product I,Product K} => {Product O}",0.0666666666666667,1,3.75
"316","{Product D,Product I,Product O} => {Product K}",0.0666666666666667,1,5
"317","{Product I,Product K,Product O} => {Product D}",0.0666666666666667,1,5
"318","{Product D,Product G,Product K} => {Product E}",0.0666666666666667,1,2.5
"319","{Product D,Product E,Product K} => {Product G}",0.0666666666666667,1,3
"320","{Product D,Product G,Product K} => {Product J}",0.0666666666666667,1,2.5
"321","{Product D,Product J,Product K} => {Product G}",0.0666666666666667,1,3
"322","{Product D,Product G,Product J} => {Product K}",0.0666666666666667,1,5
"323","{Product D,Product G,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"324","{Product D,Product H,Product K} => {Product G}",0.0666666666666667,1,3
"325","{Product D,Product G,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"326","{Product D,Product F,Product K} => {Product G}",0.0666666666666667,1,3
"327","{Product D,Product G,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"328","{Product D,Product I,Product K} => {Product G}",0.0666666666666667,1,3
"329","{Product D,Product G,Product I} => {Product K}",0.0666666666666667,1,5
"330","{Product D,Product E,Product K} => {Product J}",0.0666666666666667,1,2.5
"331","{Product D,Product J,Product K} => {Product E}",0.0666666666666667,1,2.5
"332","{Product D,Product E,Product J} => {Product K}",0.0666666666666667,1,5
"333","{Product D,Product E,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"334","{Product D,Product H,Product K} => {Product E}",0.0666666666666667,1,2.5
"335","{Product D,Product E,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"336","{Product D,Product F,Product K} => {Product E}",0.0666666666666667,1,2.5
"337","{Product D,Product E,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"338","{Product D,Product I,Product K} => {Product E}",0.0666666666666667,1,2.5
"339","{Product D,Product E,Product I} => {Product K}",0.0666666666666667,1,5
"340","{Product D,Product J,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"341","{Product D,Product H,Product K} => {Product J}",0.0666666666666667,1,2.5
"342","{Product D,Product H,Product J} => {Product K}",0.0666666666666667,1,5
"343","{Product D,Product J,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"344","{Product D,Product F,Product K} => {Product J}",0.0666666666666667,1,2.5
"345","{Product D,Product F,Product J} => {Product K}",0.0666666666666667,1,5
"346","{Product D,Product J,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"347","{Product D,Product I,Product K} => {Product J}",0.0666666666666667,1,2.5
"348","{Product D,Product I,Product J} => {Product K}",0.0666666666666667,1,5
"349","{Product D,Product H,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"350","{Product D,Product F,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"351","{Product D,Product H,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"352","{Product D,Product I,Product K} => {Product H}",0.0666666666666667,1,2.14285714285714
"353","{Product D,Product H,Product I} => {Product K}",0.0666666666666667,1,5
"354","{Product D,Product F,Product K} => {Product I}",0.0666666666666667,1,1.36363636363636
"355","{Product D,Product I,Product K} => {Product F}",0.0666666666666667,1,2.14285714285714
"356","{Product D,Product F,Product I} => {Product K}",0.0666666666666667,1,5
"357","{Product D,Product G,Product O} => {Product E}",0.0666666666666667,1,2.5
"358","{Product D,Product E,Product O} => {Product G}",0.0666666666666667,1,3
"359","{Product E,Product G,Product O} => {Product D}",0.0666666666666667,1,5
"360","{Product D,Product G,Product O} => {Product J}",0.0666666666666667,1,2.5
"361","{Product D,Product J,Product O} => {Product G}",0.0666666666666667,1,3
"362","{Product D,Product G,Product J} => {Product O}",0.0666666666666667,1,3.75
"363","{Product G,Product J,Product O} => {Product D}",0.0666666666666667,1,5
"364","{Product D,Product G,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"365","{Product D,Product H,Product O} => {Product G}",0.0666666666666667,1,3
"366","{Product G,Product H,Product O} => {Product D}",0.0666666666666667,1,5
"367","{Product D,Product G,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"368","{Product D,Product F,Product O} => {Product G}",0.0666666666666667,1,3
"369","{Product F,Product G,Product O} => {Product D}",0.0666666666666667,1,5
"370","{Product D,Product G,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"371","{Product D,Product I,Product O} => {Product G}",0.0666666666666667,1,3
"372","{Product D,Product G,Product I} => {Product O}",0.0666666666666667,1,3.75
"373","{Product G,Product I,Product O} => {Product D}",0.0666666666666667,1,5
"374","{Product D,Product E,Product O} => {Product J}",0.0666666666666667,1,2.5
"375","{Product D,Product J,Product O} => {Product E}",0.0666666666666667,1,2.5
"376","{Product D,Product E,Product J} => {Product O}",0.0666666666666667,1,3.75
"377","{Product E,Product J,Product O} => {Product D}",0.0666666666666667,1,5
"378","{Product D,Product E,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"379","{Product D,Product H,Product O} => {Product E}",0.0666666666666667,1,2.5
"380","{Product E,Product H,Product O} => {Product D}",0.0666666666666667,1,5
"381","{Product D,Product E,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
"382","{Product D,Product F,Product O} => {Product E}",0.0666666666666667,1,2.5
"383","{Product E,Product F,Product O} => {Product D}",0.0666666666666667,1,5
"384","{Product D,Product E,Product O} => {Product I}",0.0666666666666667,1,1.36363636363636
"385","{Product D,Product I,Product O} => {Product E}",0.0666666666666667,1,2.5
"386","{Product D,Product E,Product I} => {Product O}",0.0666666666666667,1,3.75
"387","{Product E,Product I,Product O} => {Product D}",0.0666666666666667,1,5
"388","{Product D,Product J,Product O} => {Product H}",0.0666666666666667,1,2.14285714285714
"389","{Product D,Product H,Product O} => {Product J}",0.0666666666666667,1,2.5
"390","{Product D,Product H,Product J} => {Product O}",0.0666666666666667,1,3.75
"391","{Product H,Product J,Product O} => {Product D}",0.0666666666666667,1,5
"392","{Product D,Product J,Product O} => {Product F}",0.0666666666666667,1,2.14285714285714
